brand_slug,name,location_type,channel_type,category_label,region_label,address,url,evidence_url,source_type,source_chain,confidence,notes
littdlework,西門紅樓 繡珍士多,direct_store,offline,品牌直營,台北,台北市萬華區成都路10號（西門紅樓16工房）,,https://www.littdlework.com/pages/%E5%95%86%E5%BA%97,official_website,official website → store/location page,high,官方商店頁目前列示。
moonlight,沐籟 Moonlight 工藝設計選品／體驗店,showroom_studio,offline,選品／體驗店,台中,台中市北區尚德街137號1樓,https://moonlight22.com/,https://moonlight22.com/contact_us/,official_website,official website → store/location page,high,官方 Contact 頁明確標示為工藝設計選品店／體驗店。
mufun-design,有情門／全省門市,stockist,offline,零售通路,全台多間門市,,,https://www.mufun.tw/shop/,official_website,official website → store/location page,high,MUFUN 官方 Channel Partner 清單目前列示。
mufun-design,台北市立美術館 藝巡禮品店,stockist,offline,博物館商店,台北,台北市中山區中山北路三段181號1樓,,https://www.mufun.tw/shop/,official_website,official website → store/location page,high,MUFUN 官方 Channel Partner 清單目前列示。
mufun-design,小品雅集 Xiao Ping,stockist,offline,選品店,台北,台北市大安區瑞安街208巷76號,https://www.tylee.tw/,https://www.mufun.tw/shop/,official_website,official website → store/location page,high,MUFUN 官方 Channel Partner 清單目前列示。
mufun-design,松菸設計點 Design Pin,stockist,offline,選品店,台北,台北市信義區光復南路133號1樓,https://www.designpin.com.tw/,https://www.mufun.tw/shop/,official_website,official website → store/location page,high,MUFUN 官方 Channel Partner 清單目前列示。
mufun-design,台南市立美術館二館 Focus Art 禮品店,stockist,offline,博物館商店,台南,,,https://www.mufun.tw/shop/,official_website,official website → store/location page,high,MUFUN 官方 Channel Partner 清單目前列示。
mufun-design,宜蘭青木工坊 Woody icon,stockist,offline,選品店,宜蘭,宜蘭縣五結鄉五濱路二段201號（宜蘭傳藝園區 傳習所三館）,,https://www.mufun.tw/shop/,official_website,official website → store/location page,high,MUFUN 官方 Channel Partner 清單目前列示。
rainbow-creative,彩虹文創 台中草悟道門市,direct_store,offline,品牌直營,台中,台中市西區昇平街38號,https://www.rainbowcreative.com.tw/,https://www.rainbowcreative.com.tw/zh-TW/pages/%E9%96%80%E5%B8%82%E8%B3%87%E8%A8%8A,official_website,official website → store/location page,high,官方門市資訊頁目前列示。
simply-made,誠品文具館園道店,stockist,offline,零售通路,台中,台中市西區公益路68號2F,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,誠品書店 台中三井店,stockist,offline,零售通路,台中,台中市梧棲區臺灣大道十段168號,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,金石堂書店 台中秀泰店,stockist,offline,零售通路,台中,臺中市東區南京路66號2樓（秀泰生活 台中站前店S2館）,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,金石堂書店 大甲店,stockist,offline,零售通路,台中,臺中市大甲區蔣公路108號B1,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,金石堂書店 麗寶店,stockist,offline,零售通路,台中,臺中市后里區福容路201之2號二期D區2樓2001b,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,志文裝訂行・赤空間,stockist,offline,零售通路,台北,台北市大同區赤峰街49巷24號,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,臺北市立美術館禮品書店,stockist,offline,零售通路,台北,台北市中山區中山北路三段181號1樓,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,誠品書店 南西店,stockist,offline,零售通路,台北,台北市中山區南京西路14號5樓,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,誠品書店 松菸店,stockist,offline,零售通路,台北,台北市信義區菸廠路88號3F,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,金石堂書店 汀州店,stockist,offline,零售通路,台北,台北市中正區汀州路三段184號B1,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,海山藝館,stockist,offline,零售通路,台南,臺南市安平區延平街104巷12號,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,迓神季文化創意,stockist,offline,零售通路,台南,臺南市新營區太南里太子宮309-41號,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,良昌冊店,stockist,offline,零售通路,嘉義,嘉義市西區新榮路236號B1,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,山の埕,stockist,offline,零售通路,嘉義縣,嘉義縣番路鄉觸口村車程51號1樓（觸口遊客中心）,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,青木工坊 Woody icon,stockist,offline,零售通路,宜蘭,宜蘭縣五結鄉五濱路二段201號（宜蘭傳藝園區 傳習所三館）,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,誠品書店 屏東太平洋店,stockist,offline,零售通路,屏東,屏東縣屏東市中正路72號5F,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,金石堂書店 樹林店,stockist,offline,零售通路,新北,新北市樹林區樹新路40之6號4樓（秀泰生活 樹林店）,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,金石堂書店 環球店,stockist,offline,零售通路,新北,新北市中和區中山路三段122號3樓（環球購物中心）,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,誠品書店 新竹巨城店,stockist,offline,零售通路,新竹,新竹市東區中央路229號5F（創藝大樓5F）,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,金石堂書店 台積店,stockist,offline,零售通路,新竹,新竹市科學園區力行六路8號,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 需台積工作證才能進入。
simply-made,峰甲蟲,stockist,offline,零售通路,高雄,高雄市燕巢區鳳旗路264號,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,誠品書店 高雄大遠百店,stockist,offline,零售通路,高雄,高雄市苓雅區三多四路21號17F,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。 僅部分指定商品。
simply-made,金石堂書店 夢時代店,stockist,offline,零售通路,高雄,高雄市前鎮區中華五路789號5樓（夢時代購物中心）,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
simply-made,金石堂書店 草衙店,stockist,offline,零售通路,高雄,高雄市前鎮區中安路1-1號（SKM Park Outlets 高雄草衙 大道東3樓）,,https://simplymadetw.com/about-us/where-to-buy/,official_website,official website → store/location page,high,Simply Made 官方 Where to Buy 清單。
strong-love,創樂子生活學苑,showroom_studio,offline,體驗空間,雲林,雲林縣古坑鄉光昌路247號,https://stronglove9d.com/,https://stronglove9d.com/%E9%97%9C%E6%96%BC%E5%89%B5%E6%A8%82%E5%AD%90/,official_website,official website → store/location page,high,官方網站目前提供營業／預約與手作體驗資訊。
wenwenworks,WENWENWORKS 溫紋陶｜巧手本舖,showroom_studio,offline,旗艦展示店,台北,台北市中正區廈門街114巷2號2樓,https://www.wenwenworks.com/,https://www.wenwenworks.com/yntk3b,official_website,official website → store/location page,high,品牌官方頁目前列示之展示／販售據點。
wenwenworks,南港瓶蓋工廠｜台北製造所 I 棟,stockist,offline,展售據點,台北,台北市南港區南港路二段13號,,https://www.wenwenworks.com/yntk3b,official_website,official website → store/location page,high,品牌官方頁目前列示之展示／販售據點。
wenwenworks,遠企購物中心｜erzai 生活提案／設計選物,shop_in_shop,offline,百貨專櫃,台北,台北市大安區敦化南路二段203號4F,,https://www.wenwenworks.com/yntk3b,official_website,official website → store/location page,high,品牌官方頁目前列示之展示／販售據點。
yuwu-design,寓物設計 Yuwu Design 工藝空間,showroom_studio,offline,工藝／體驗空間,台中,台中市霧峰區和平路5號,https://www.liaohsien.com/,https://www.liaohsien.com/,official_website,official website → store/location page,high,官方網站列示所在地並提供 WORKSHOP 資訊。
