brand_slug,name,location_type,region_label,address,url,evidence_url,source_type,source_chain,confidence,notes
home-desyne,Home Desyne 五股展示中心,showroom_studio,新北,新北市五股區中興路二段20號5樓,,https://www.homedesyne.com/pages/sales-office-1,official_website,official website → store/location page,high,採預約制。
home-desyne,閣樓溪傢飾,stockist,新竹,新竹市東區金城一路50號,,https://www.homedesyne.com/pages/sales-office-1,official_website,official website → store/location page,high,
home-desyne,銘傑窗簾傢飾 竹北店,stockist,新竹縣,新竹縣竹北市文興路二段80號,,https://www.homedesyne.com/pages/sales-office-1,official_website,official website → store/location page,high,
home-desyne,弘宇窗簾傢飾,stockist,花蓮,花蓮縣吉安鄉自強路561號,,https://www.homedesyne.com/pages/sales-office-1,official_website,official website → store/location page,high,
home-desyne,雅緻屋傢飾,stockist,苗栗,苗栗縣頭份市中興路177號,,https://www.homedesyne.com/pages/sales-office-1,official_website,official website → store/location page,high,
home-desyne,帷品傢飾,stockist,雲林,雲林縣斗六市鎮東路13號,,https://www.homedesyne.com/pages/sales-office-1,official_website,official website → store/location page,high,
home-desyne,可堤那窗簾傢飾,stockist,高雄,高雄市新興區青年一路354號,,https://www.homedesyne.com/pages/sales-office-1,official_website,official website → store/location page,high,
hoyi,HOYI 好寓 林口門市,direct_store,新北,新北市林口區文化一路一段41號1樓,https://www.hoyi.tw/,https://www.hoyi.tw/pages/linkou-store,official_website,official website → store/location page,high,
jt-home,久泰家具 Jiou-Tai Furniture 潮州門市,direct_store,屏東,屏東縣潮州鎮四維路150號,https://www.jt-home.com.tw/jt-home,https://www.jt-home.com.tw/news-detail-3916156.html,official_website,official website → store/location page,high,
mattress-maker,造床者床墊工坊 台北體驗空間,showroom_studio,台北,台北市大同區民族西路236號,https://mattress-maker.com/,https://mattress-maker.com/maps/,official_website,official website → store/location page,high,
mattress-maker,造床者床墊工坊 林口體驗空間,showroom_studio,新北,新北市林口區粉寮路二段131-3號,https://mattress-maker.com/,https://mattress-maker.com/maps/,official_website,official website → store/location page,high,
mattress-maker,造床者床墊工坊 中壢體驗空間,showroom_studio,桃園,桃園市中壢區環北路86號,https://mattress-maker.com/,https://mattress-maker.com/maps/,official_website,official website → store/location page,high,
medgear,美而輔具 MedGear 旗艦店,direct_store,台南,台南市北區開元路343-1號,https://shop.shihkuo.com/,https://shop.shihkuo.com/,official_website,official website → store/location page,high,
mufurniture,沐家具 南屯門市,direct_store,台中,台中市南屯區文山路52號,https://www.mufurniture.com.tw/,https://www.mufurniture.com.tw/,official_website,official website → store/location page,high,
olive,ÓLIVE 自然睡眠計劃門市,showroom_studio,台北,台北市信義區永吉路73號1樓,https://olive-mattress.com/,https://olive-mattress.com/pages/quick-start-store,official_website,official website → store/location page,high,
olivia-bedding,OLIVIA 日式寢具生活館,direct_store,台南,台南市安平區建平五街206號,https://www.olivia-bedding.com/,https://www.olivia-bedding.com/,official_website,official website → store/location page,high,
playzu,泑儒婦嬰用品專賣店｜台中東勢店,stockist,台中,台中市東勢區豐勢路618號,,https://www.playzu.com.tw/門市據點/,official_website,official website → store/location page,high,
playzu,艾運斯坦居家軟裝,stockist,台中,台中市龍井區遊園南路131號1樓,,https://www.playzu.com.tw/門市據點/,official_website,official website → store/location page,high,
playzu,PLAYZU 彰化體驗工作室,showroom_studio,彰化,彰化縣社頭鄉員集路二段541巷3號,,https://www.playzu.com.tw/門市據點/,official_website,official website → store/location page,high,採預約制。
playzu,玩兔水工作室,stockist,彰化,彰化市中正路一段134號,,https://www.playzu.com.tw/門市據點/,official_website,official website → store/location page,high,
playzu,物物島 WUWU,stockist,新北,新北市三峽區大義路195號,,https://www.playzu.com.tw/門市據點/,official_website,official website → store/location page,high,
playzu,樂角 Love Corner,stockist,高雄,高雄市前金區成功一路252號2樓,,https://www.playzu.com.tw/門市據點/,official_website,official website → store/location page,high,
potato-sofa,馬鈴薯沙發 土城門市／工廠展示空間,showroom_studio,新北,新北市土城區廣福街77巷6-6號,https://www.potatosofa.com/,https://www.potatosofa.com/,official_website,official website → store/location page,high,
rewood,ReWood 木酢達人 湖口門市,direct_store,新竹縣,新竹縣湖口鄉中正路三段162巷16號,https://www.dawoko.com.tw/,https://www.dawoko.com.tw/,official_website,official website → store/location page,high,
sleepy-nest,喜巢床鋪 Sleepy Nest 床墊專賣店,direct_store,嘉義,嘉義市西區自由路279號,https://sleepy-nest.com/,https://sleepy-nest.com/,official_website,official website → store/location page,high,
tj-co,LIGHTWELL 中山旗艦店,stockist,台北,台北市中山區中山北路二段20巷6-1號,,https://www.tjnco.com.tw/pages/士林展間,official_website,official website → store/location page,high,
tj-co,LIGHTWELL 忠泰樂生活專櫃,stockist,台北,台北市中山區樂群三路200號1樓,,https://www.tjnco.com.tw/pages/士林展間,official_website,official website → store/location page,high,
tj-co,緹家 TJ&Co. 士林旗艦 SHOWROOM,showroom_studio,台北,台北市士林區劍潭路38號1樓,,https://www.tjnco.com.tw/pages/士林展間,official_website,official website → store/location page,high,
yingmulife,鶯目瓷器｜赤峰工藝體驗所,showroom_studio,台北,台北市大同區赤峰街47巷8號1樓,https://www.yingmulife.com/,https://www.yingmulife.com/store-locator,official_website,official website → store/location page,high,
yun-clean,雲御織 毛巾檜意館,direct_store,嘉義,嘉義市東區共和路191巷9號 T20B,https://www.yun-clean.com.tw/,https://www.yun-clean.com.tw/pages/品牌故事,official_website,official website → store/location page,high,官方品牌故事明載首家直營門市位於檜意森活村。
yvonne-collection,YVONNE COLLECTION｜新光三越台中中港店,department_store_counter,台中,台中市西屯區臺灣大道三段301號7樓,,https://www.skm.com.tw/brand/11984,retailer_website,department-store official floor/brand directory,high,百貨官方品牌／樓層頁目前列示。
yvonne-collection,YVONNE COLLECTION｜新光三越台北信義新天地 A8,department_store_counter,台北,台北市信義區松高路12號6樓,,https://www.skm.com.tw/brand/11984,retailer_website,department-store official floor/brand directory,high,百貨官方品牌／樓層頁目前列示。
yvonne-collection,YVONNE COLLECTION｜新光三越台南新天地,department_store_counter,台南,台南市中西區西門路一段658號B1,,https://www.skm.com.tw/brand/11984,retailer_website,department-store official floor/brand directory,high,百貨官方品牌／樓層頁目前列示。
yvonne-collection,YVONNE COLLECTION｜新光三越高雄左營店,department_store_counter,高雄,高雄市左營區高鐵路123號8樓,,https://www.skm.com.tw/brand/11984,retailer_website,department-store official floor/brand directory,high,百貨官方品牌／樓層頁目前列示。
yvonne-collection,YVONNE COLLECTION｜漢神巨蛋,department_store_counter,高雄,高雄市左營區博愛二路777號B1,,https://www.hanshinarena.com.tw/漢神巨蛋/tw/Floor/B1F,retailer_website,department-store official floor/brand directory,high,百貨官方品牌／樓層頁目前列示。
yvonne-collection,YVONNE COLLECTION｜漢神百貨,department_store_counter,高雄,高雄市前金區成功一路266-1號6樓,,https://www.hanshinarena.com.tw/漢神百貨/tw/Floor/6F_Home_Collection,retailer_website,department-store official floor/brand directory,high,百貨官方品牌／樓層頁目前列示。
阿媽牌生鐵鍋,阿媽牌生鐵鍋 幸福旗艦館,direct_store,桃園,桃園市平鎮區平東路573巷68號,https://www.armarpot.com/,https://travel.tycg.gov.tw/zh-tw/consume/detail/1691,government_directory,official tourism directory → current flagship store,high,桃園市官方旅遊資料仍列示為實體旗艦館。
